,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9252,120,White Avenue,Nigel,Owen,66,Husband,Married,Male,Quarry manager,None,Catholic
9253,121,White Avenue,Leanne,Owen,34,Head,Single,Female,Unemployed,None,None
9254,121,White Avenue,Carl,Owen,5,Son,NA,Male,Student,None,NA
9255,121,White Avenue,Jacqueline,Owen,4,Daughter,NA,Female,Child,None,NA
9256,121,White Avenue,Maria,Owen,2,Daughter,NA,Female,Child,None,NA
9257,121,White Avenue,Ronald,Ball,24,Lodger,Single,Male,Actuary,None,Muslim
9258,121,White Avenue,Sara,Collins,20,Lodger,Single,Female,University Student,None,None
9259,122,White Avenue,Denis,Porter,52,Head,Single,Male,Unemployed,None,Christian
9260,123,White Avenue,Katherine,Williams,68,Head,Married,Female,Retired Civil Service fast streamer,None,Christian
9261,123,White Avenue,Luke,Williams,72,Husband,Married,Male,Retired Statistician,None,Christian
9262,123,White Avenue,Trevor,Williams,28,Son,Single,Male,Music therapist,None,Christian
9263,123,White Avenue,Keith,Williams,26,Son,Single,Male,Sports coach,None,Christian
9264,124,White Avenue,Michelle,Howard,32,Head,Single,Female,Contractor,None,None
9265,124,White Avenue,Roger,Howard,8,Son,NA,Male,Student,None,NA
9266,124,White Avenue,Anne,Howard,7,Daughter,NA,Female,Student,None,NA
9267,124,White Avenue,Brian,Young,7,Son,NA,Male,Student,None,NA
9268,125,White Avenue,Donna,Robinson,59,Head,Married,Female,Fish farm manager,None,Methodist
9269,125,White Avenue,Elliot,Robinson,58,Husband,Married,Male,"Scientist, product/process development",None,Methodist
9270,125,White Avenue,Jasmine,Robinson,17,Daughter,NA,Female,Student,None,NA
9271,125,White Avenue,Karen,Robinson,11,Daughter,NA,Female,Student,None,NA
9272,125,White Avenue,Harry,Ingram-Robinson,11,Son,NA,Male,Student,None,NA
9273,126,White Avenue,Christopher,Turner,23,Head,Single,Male,"Production assistant, radio",None,Methodist
9274,127,White Avenue,Lydia,Butler,49,Head,Single,Female,Industrial buyer,None,None
9275,128,White Avenue,Hannah,Miah,49,Head,Married,Female,Special effects artist,None,Christian
9276,128,White Avenue,Duncan,Miah,50,Husband,Married,Male,Tourist information centre manager,None,Christian
9277,128,White Avenue,Sylvia,Miah,25,Daughter,Single,Female,Unemployed,None,None
9278,128,White Avenue,Dorothy,Miah,11,Daughter,NA,Female,Student,None,NA
9279,129,White Avenue,Francesca,Watts,58,Head,Married,Female,"Engineer, maintenance (IT)",None,Christian
9280,129,White Avenue,Leigh,Watts,65,Husband,Married,Male,"Investment banker, corporate",None,Christian
9281,129,White Avenue,Gary,Watts,19,Son,Single,Male,Haematologist,None,None
9282,129,White Avenue,Rachel,Watts,14,Daughter,NA,Female,Student,None,NA
9283,130,White Avenue,Teresa,White,44,Head,Married,Female,Water engineer,None,None
9284,130,White Avenue,Lewis,White,44,Husband,Married,Male,Pensions consultant,None,None
9285,130,White Avenue,Kate,White,14,Daughter,NA,Female,Student,None,NA
9286,130,White Avenue,Sandra,White,11,Daughter,NA,Female,Student,None,NA
9287,131,White Avenue,Alice,Smith,49,Head,Married,Female,Database administrator,None,None
9288,131,White Avenue,Jeffrey,Smith,51,Husband,Married,Male,Community pharmacist,None,None
9289,131,White Avenue,Lynn,Smith,16,Daughter,NA,Female,Student,None,NA
9290,131,White Avenue,Sam,Smith,12,Son,NA,Male,Student,None,NA
9291,132,White Avenue,Janice,Harris,59,Head,Married,Female,Ranger/warden,None,None
9292,132,White Avenue,George,Harris,59,Husband,Married,Male,Bonds trader,None,None
9293,132,White Avenue,Joan,Harris,13,Daughter,NA,Female,Student,None,NA
9294,132,White Avenue,Rachael,Harris,9,Daughter,NA,Female,Student,None,NA
9295,133,White Avenue,Clive,Higgins,55,Head,Married,Male,"Runner, broadcasting/film/video",None,Christian
9296,133,White Avenue,Rosemary,Higgins,49,Wife,Married,Female,Unemployed,None,Christian
9297,133,White Avenue,Michelle,Savage,32,None,Married,Female,Product designer,None,None
9298,133,White Avenue,Dominic,Savage,33,None,Married,Male,Rural practice surveyor,None,None
9299,134,White Avenue,Shannon,Webb,31,Head,Single,Female,"Scientist, audiological",None,None
9300,134,White Avenue,Barry,Webb,7,Son,NA,Male,Student,None,NA
9301,134,White Avenue,Stewart,Webb,3,Son,NA,Male,Child,None,NA
9302,135,White Avenue,Mary,Atkinson,35,Head,Single,Female,Unemployed,None,Catholic
9303,135,White Avenue,Karen,Atkinson,11,Daughter,NA,Female,Student,None,NA
9304,135,White Avenue,Jordan,Atkinson,10,Son,NA,Male,Student,None,NA
9305,135,White Avenue,Leon,Baxter-Atkinson,5,Son,NA,Male,Student,None,NA
9306,136,White Avenue,Gillian,Wall,55,Head,Single,Female,"Engineer, control and instrumentation",None,None
9307,136,White Avenue,Donald,Williams,21,None,Single,Male,University Student,None,Methodist
9308,136,White Avenue,Mohammad,Finch,62,None,Single,Male,Illustrator,None,Christian
9309,136,White Avenue,Bethan,Lewis,29,None,Single,Female,"Scientist, research (life sciences)",None,None
9310,137,White Avenue,Chelsea,Nicholls,64,Head,Married,Female,Computer games developer,None,Christian
9311,137,White Avenue,Charlie,Nicholls,66,Husband,Married,Male,Chartered management accountant,None,None
9312,137,White Avenue,Alan,Nicholls,31,Son,Single,Male,Chief Strategy Officer,None,Christian
9313,137,White Avenue,Robin,Nicholls,26,Son,Divorced,Male,"Administrator, arts",None,Christian
9314,138,White Avenue,Chelsea,Young,41,Head,Married,Female,Retail manager,None,None
9315,138,White Avenue,Danny,Young,46,Husband,Married,Male,Industrial buyer,None,None
9316,138,White Avenue,Georgia,Young,12,Daughter,NA,Female,Student,None,NA
9317,138,White Avenue,Brian,Young,11,Son,NA,Male,Student,None,NA
9318,139,White Avenue,Chloe,Osborne,42,Head,Divorced,Female,Civil Service administrator,None,Catholic
9319,140,White Avenue,Natasha,Parkinson,54,Head,Married,Female,Broadcast engineer,None,Christian
9320,140,White Avenue,Joseph,Parkinson,54,Husband,Married,Male,Unemployed,None,None
9321,140,White Avenue,Patricia,Parkinson,23,Daughter,Divorced,Female,"Administrator, charities/voluntary organisations",None,Christian
9322,140,White Avenue,Patrick,Parkinson,0,Son,NA,Male,Child,None,NA
9323,141,White Avenue,Cameron,Bird,57,Head,Single,Male,"Designer, interior/spatial",None,None
9324,141,White Avenue,Vincent,Williams,53,None,Single,Male,"Accountant, chartered public finance",None,Christian
9325,141,White Avenue,Jean,Forster,56,None,Single,Female,"Administrator, education",None,Catholic
9326,141,White Avenue,Luke,Marsden,43,None,Single,Male,Passenger transport manager,None,Methodist
9327,142,White Avenue,Jayne,Kelly,57,Head,Married,Female,"Education officer, museum",None,Methodist
9328,142,White Avenue,Mohammed,Kelly,58,Husband,Married,m,"Designer, graphic",None,Methodist
9329,142,White Avenue,Ben,Kelly,16,Son,NA,Male,Student,None,NA
9330,142,White Avenue,George,Kelly,13,Son,NA,Male,Student,None,NA
9331,143,White Avenue,Marion,Taylor,39,Head,Married,Female,Hydrographic surveyor,None,Methodist
9332,143,White Avenue,Aaron,Taylor,42,Husband,Married,Male,Human resources officer,None,Methodist
9333,143,White Avenue,Martyn,Taylor,4,Son,NA,Male,Child,None,NA
9334,144,White Avenue,Gerard,Stewart,47,Head,Single,Male,Public relations officer,None,None
9335,145,White Avenue,Oliver,Webster,22,Head,Single,m,University Student,None,Christian
9336,145,White Avenue,Tina,Wilkinson,18,None,Single,Female,University Student,None,Catholic
9337,145,White Avenue,Louis,Burton,18,None,Single,Male,University Student,None,Catholic
9338,145,White Avenue,Robin,McDonald,20,None,Single,Male,University Student,None,Catholic
9339,146,White Avenue,Marilyn,McKenzie,35,Head,Married,Female,Secretary/administrator,None,Christian
9340,146,White Avenue,Craig,McKenzie,37,Husband,Married,Male,Astronomer,None,None
9341,146,White Avenue,Patrick,Jones,8,Son,NA,Male,Student,None,NA
9342,146,White Avenue,Callum,Jones,8,Son,NA,Male,Student,None,NA
9343,147,White Avenue,Linda,Smith,78,Head,Divorced,Female,Retired Economist,None,None
9344,148,White Avenue,Francesca,Harris,51,Head,D,Female,Unemployed,None,Methodist
9345,148,White Avenue,Caroline,Harris,19,Daughter,Divorced,Female,University Student,None,Methodist
9346,148,White Avenue,Brian,Harris,17,Son,NA,Male,Student,None,NA
9347,148,White Avenue,Philip,Harris,17,Son,NA,Male,Student,None,NA
9348,148,White Avenue,Julian,Harris,16,Son,NA,Male,Student,None,NA
9349,149,White Avenue,Jane,Williams,36,Head,Single,Female,Accounting technician,None,Christian
9350,150,White Avenue,Georgina,Kelly,63,Head,Single,Female,Unemployed,None,Christian
9351,150,White Avenue,Brian,Gordon,58,None,Single,Male,Arts administrator,None,None
9352,150,White Avenue,Rachael,White,27,None,Single,Female,Unemployed,None,None
9353,150,White Avenue,Reece,Morgan,36,None,Single,Male,Food technologist,None,Methodist
9354,151,White Avenue,Francesca,Jones,50,Head,Single,Female,"Scientist, physiological",None,None
9355,151,White Avenue,Joshua,Singh,51,Partner,Single,Male,Writer,None,None
9356,151,White Avenue,Mark,Jones,28,Son,Single,Male,Soil scientist,None,None
9357,151,White Avenue,Stephanie,Jones,24,Daughter,Divorced,Female,Advertising copywriter,None,None
9358,151,White Avenue,Ruth,Jones,12,Daughter,NA,Female,Student,None,NA
9359,152,White Avenue,Jade,Sinclair,43,Head,Married,Female,"Designer, graphic",None,Catholic
9360,152,White Avenue,Derek,Sinclair,49,Husband,Married,Male,"Runner, broadcasting/film/video",None,Catholic
9361,152,White Avenue,Terry,Sinclair,10,Son,NA,Male,Student,None,NA
9362,152,White Avenue,Helen,Sinclair,6,Daughter,NA,Female,Student,None,NA
9363,153,White Avenue,Brenda,Ashton,65,Head,Married,Female,Sports development officer,None,Christian
9364,153,White Avenue,Ben,Ashton,65,Husband,Married,Male,Unemployed,None,None
9365,153,White Avenue,Aaron,Ashton,35,Son,Divorced,male,"Lecturer, further education",None,None
9366,153,White Avenue,Paula,Ashton,31,Daughter,Single,Female,Learning mentor,None,None
9367,154,White Avenue,Vincent,Greenwood,30,Head,Divorced,Male,Land/geomatics surveyor,None,None
9368,155,White Avenue,Mary,Murphy,69,Head,Married,Female,"Retired Therapist, occupational",None,Christian
9369,155,White Avenue,Charlie,Murphy,71,Husband,Married,m,Retired Aeronautical engineer,None,None
9370,156,White Avenue,Martin,White,83,Head,Widowed,Male,Retired Fish farm manager,None,Methodist
9371,157,White Avenue,Diana,Owen,43,Head,Married,Female,"Conservation officer, nature",None,None
9372,157,White Avenue,Jason,Owen,46,Husband,Married,Male,Chief of Staff,None,None
9373,157,White Avenue,Jeffrey,Owen,2,Son,NA,Male,Child,None,NA
9374,157,White Avenue,Scott,Dyer,59,Lodger,Single,Male,Education administrator,None,Catholic
9375,158,White Avenue,Zoe,O'Connor,35,Head,Single,Female,Financial controller,None,None
9376,158,White Avenue,Bryan,Payne,34,Partner,Single,Male,Leisure centre manager,None,None
9377,158,White Avenue,Billy,O'Connor,7,Son,NA,Male,Student,None,NA
9378,158,White Avenue,Jake,O'Connor,1,Son,NA,Male,Child,None,NA
9379,158,White Avenue,Mitchell,Glover,27,Visitor,Divorced,Male,Unemployed,None,Muslim
9380,158,White Avenue,Angela,Coleman,34,Lodger,Single,Female,Cytogeneticist,None,Christian
9381,159,White Avenue,Ashleigh,Giles,49,Head,Married,Female,Building control surveyor,None,Christian
9382,159,White Avenue,Paul,Giles,51,Husband,Married,Male,Sub,None,None
9383,159,White Avenue,Amelia,Giles,16,Daughter,NA,Female,Student,None,NA
9384,159,White Avenue,Raymond,Giles,12,Son,NA,Male,Student,None,NA
9385,160,White Avenue,Francesca,Morgan,52,Head,Single,Female,Transport planner,None,Christian
9386,160,White Avenue,Jacob,Young,53,Partner,Single,Male,Music tutor,None,None
9387,160,White Avenue,William,Anderson-Morgan,20,Son,Single,Male,University Student,None,None
9388,160,White Avenue,Josh,Anderson-Morgan,14,Son,NA,Male,Student,None,NA
9389,161,White Avenue,Charlene,Williams,35,Head,Married,Female,Psychotherapist,None,Christian
9390,161,White Avenue,Connor,Williams,39,Husband,Married,Male,"Producer, television/film/video",None,Christian
9391,161,White Avenue,Scott,Williams,18,Son,Single,Male,Student,None,None
9392,161,White Avenue,Janice,Williams,16,Daughter,NA,female,Student,None,NA
9393,162,White Avenue,Stewart,Davis,20,Head,Married,Male,University Student,None,None
9394,162,White Avenue,Lorraine,Davis,24,Wife,Married,Female,Civil Service administrator,None,None
9395,163,White Avenue,Harriet,Foster,44,Head,Single,Female,Economist,None,None
9396,163,White Avenue,Shane,Griffiths,47,Partner,Single,Male,Psychotherapist,None,None
9397,163,White Avenue,Gordon,Foster,13,Son,NA,Male,Student,None,NA
9398,163,White Avenue,Jeffrey,Foster,9,Son,NA,Male,Student,None,NA
9399,164,White Avenue,Marcus,Hope,46,Head,Single,Male,Unemployed,None,Christian
9400,165,White Avenue,Jordan,Hall,41,Head,Married,Male,"Engineer, communications",None,None
9401,165,White Avenue,Jemma,Hall,39,Wife,Married,Female,Occupational hygienist,None,None
9402,165,White Avenue,Francesca,Hall,20,Daughter,Single,Female,University Student,None,None
9403,165,White Avenue,June,Hall,17,Daughter,NA,Female,Student,None,NA
9404,166,White Avenue,Justin,Dixon,47,Head,Married,Male,"Accountant, chartered certified",None,None
9405,166,White Avenue,Pauline,Dixon,45,Wife,Married,Female,Sports coach,None,None
9406,166,White Avenue,Elaine,Dixon,15,Daughter,NA,Female,Student,None,NA
9407,167,White Avenue,Robin,Watson,55,Head,Married,Male,Insurance risk surveyor,None,Christian
9408,167,White Avenue,Catherine,Watson,51,Wife,Married,Female,Art therapist,None,Christian
9409,168,White Avenue,Sally,Williams,50,Head,Single,Female,"Engineer, control and instrumentation",None,Christian
9410,168,White Avenue,Kimberley,Bailey,62,None,Single,Female,"Administrator, education",None,Christian
9411,169,White Avenue,Mandy,Grant,49,Head,Married,Female,Primary school teacher,None,Catholic
9412,169,White Avenue,Andrew,Grant,49,Husband,Married,m,Diagnostic radiographer,None,Catholic
9413,169,White Avenue,Jessica,Griffin,17,Neice,NA,Female,Student,None,NA
9414,169,White Avenue,Naomi,Knight,10,Neice,NA,Female,Student,None,NA
9415,170,White Avenue,Charlene,Moore,68,Head,Widowed,Female,Retired Diagnostic radiographer,None,Christian
9416,171,White Avenue,Rachael,Middleton,31,Head,Married,Female,Personal assistant,None,Sikh
9417,171,White Avenue,Daniel,Middleton,33,Husband,Married,Male,Control and instrumentation engineer,None,None
9418,171,White Avenue,Frank,Hall,24,Cousin,Divorced,Male,Psychiatric nurse,None,Catholic
9419,171,White Avenue,Jennifer,Browne,55,Sibling,Single,F,Unemployed,None,Christian
9420,172,White Avenue,Lydia,Walsh,52,Head,Single,Female,Research scientist (life sciences),None,Christian
9421,172,White Avenue,Brenda,Walsh,19,Step-Daughter,Single,Female,University Student,None,Christian
9422,172,White Avenue,Craig,Walsh,19,Step-Son,Single,Male,University Student,None,None
9423,172,White Avenue,Margaret,Walsh,16,Step-Daughter,NA,Female,Student,None,NA
9424,173,White Avenue,Katherine,Hanson,46,Head,Married,Female,"Runner, broadcasting/film/video",None,None
9425,173,White Avenue,Kyle,Hanson,48,Husband,Married,Male,Lawyer,None,None
9426,173,White Avenue,Samantha,Hanson,7,Daughter,NA,Female,Student,None,NA
9427,173,White Avenue,Natalie,Hanson,3,Daughter,NA,Female,Child,None,NA
9428,173,White Avenue,Chelsea,Hanson,2,Daughter,NA,Female,Child,None,NA
9429,173,White Avenue,Alison,Hanson,1,Daughter,NA,Female,Child,None,NA
9430,174,White Avenue,Maureen,Jones,31,Head,Married,Female,"Psychologist, clinical",None,Christian
9431,174,White Avenue,Jason,Jones,35,Husband,Married,Male,Arts administrator,None,None
9432,174,White Avenue,Carol,Jones,5,Daughter,NA,Female,Student,None,NA
9433,174,White Avenue,Clive,Jones,1,Son,NA,Male,Child,None,NA
9434,175,White Avenue,Dawn,Robinson,45,Head,Married,Female,Chartered loss adjuster,None,Christian
9435,175,White Avenue,Bruce,Robinson,46,Husband,Married,Male,"Engineer, petroleum",None,Christian
9436,175,White Avenue,Joanna,Walker-Robinson,14,Daughter,NA,Female,Student,None,NA
9437,176,White Avenue,Geraldine,North,38,Head,Married,Female,Dance movement psychotherapist,None,Catholic
9438,176,White Avenue,Jamie,North,40,Husband,Married,Male,"Engineer, civil (consulting)",None,None
9439,176,White Avenue,Gareth,North,6,Son,NA,Male,Student,None,NA
9440,176,White Avenue,Graeme,North,6,Son,NA,Male,Student,None,NA
9441,177,White Avenue,Lydia,Howells,28,Head,Married,Female,Applications developer,None,Christian
9442,177,White Avenue,Luke,Barry,30,Husband,Married,Male,Regulatory affairs officer,None,Christian
9443,177,White Avenue,Elaine,Howells,11,Daughter,NA,Female,Student,None,NA
9444,177,White Avenue,Samuel,Howells,7,Son,NA,Male,Student,None,NA
9445,178,White Avenue,Kelly,Ross,58,Head,Single,Female,"Engineer, land",None,Catholic
9446,179,White Avenue,Liam,Sanders,28,Head,Single,Male,Colour technologist,None,None
9447,179,White Avenue,Ryan,Sanders,4,Son,NA,Male,Child,None,NA
9448,179,White Avenue,Stephanie,Sanders,1,Daughter,NA,Female,Child,None,NA
9449,179,White Avenue,Julie,Sanders,0,Daughter,NA,Female,Child,None,NA
9450,179,White Avenue,Naomi,Griffiths,24,Visitor,Divorced,Female,Magazine features editor,None,Christian
9451,180,White Avenue,Gerard,Smith,84,Head,Married,Male,Retired Health visitor,None,Christian
9452,180,White Avenue,Katy,Smith,84,Wife,Married,Female,"Retired Surveyor, building control",None,Christian
9453,181,White Avenue,Aimee,Adams,70,Head,Single,Female,Unemployed,None,Muslim
9454,181,White Avenue,Joseph,Adams,45,Son,Single,Male,Unemployed,None,Muslim
9455,181,White Avenue,Alex,Adams,44,Son,Divorced,Male,Solicitor,None,Muslim
9456,181,White Avenue,Steven,Adams,43,Son,Divorced,Male,"Solicitor, Scotland",None,Muslim
9457,182,White Avenue,Irene,Price,52,Head,Married,Female,"Buyer, retail",None,Christian
9458,182,White Avenue,Luke,Price,46,Husband,Married,Male,Advice worker,None,None
9459,182,White Avenue,Maurice,Price,22,Son,Single,Male,University Student,None,Christian
9460,182,White Avenue,Amber,Price,10,Daughter,NA,Female,Student,None,NA
9461,183,White Avenue,Ricky,Bryan,37,Head,Married,Male,Energy manager,None,Christian
9462,183,White Avenue,Heather,Bryan,42,Wife,Married,Female,"Engineer, broadcasting (operations)",None,Christian
9463,183,White Avenue,Kim,Bryan,6,Daughter,NA,Female,Student,None,NA
9464,183,White Avenue,Grace,Bryan,6,Daughter,NA,Female,Student,None,NA
9465,184,White Avenue,Louise,Norris,56,Head,Married,Female,Print production planner,None,Christian
9466,184,White Avenue,Liam,Norris,59,Husband,Married,Male,Unemployed,None,None
9467,184,White Avenue,Bernard,Norris,34,Son,Widowed,Male,"Nurse, learning disability",None,Christian
9468,185,White Avenue,Abbie,Shaw,30,Head,Single,Female,Camera operator,None,None
9469,185,White Avenue,Damian,Shaw,3,Son,NA,m,Child,None,NA
9470,185,White Avenue,Simon,Shaw,1,Son,NA,Male,Child,None,NA
9471,185,White Avenue,Yvonne,Shaw,0,Daughter,NA,Female,Child,None,NA
9472,186,White Avenue,Mandy,Elliott,32,Head,Single,Female,Financial controller,None,Christian
9473,186,White Avenue,Danny,Allen,38,Partner,Single,Male,"Engineer, drilling",None,Christian
9474,187,White Avenue,Samantha,Jenkins,66,Head,Married,Female,Chief Technology Officer,None,Christian
9475,187,White Avenue,Thomas,Jenkins,68,Husband,Married,Male,Retired Medical sales representative,None,None
9476,187,White Avenue,Chelsea,Jenkins,37,Daughter,Widowed,Female,Ophthalmologist,None,Christian
9477,187,White Avenue,Ellie,Jenkins,37,Daughter,Single,Female,Water engineer,None,Christian
9478,188,White Avenue,Marie,Giles,40,Head,Single,Female,Naval architect,None,Methodist
9479,188,White Avenue,Keith,Jones,42,Partner,Single,Male,Licensed conveyancer,None,None
9480,188,White Avenue,Brenda,Giles,13,Daughter,NA,Female,Student,None,NA
9481,189,White Avenue,Sian,Cook,42,Head,Married,Female,"Surveyor, building",None,None
9482,189,White Avenue,Christopher,Cook,46,Husband,Married,Male,"Social research officer, government",None,None
9483,189,White Avenue,Dominic,Cook,14,Son,NA,Male,Student,None,NA
9484,189,White Avenue,Cameron,Cook,10,Son,NA,Male,Student,None,NA
9485,190,White Avenue,Maria,Barker,60,Head,Married,Female,Ophthalmologist,None,Methodist
9486,190,White Avenue,Frank,Barker,63,Husband,Married,Male,Insurance claims handler,None,Methodist
9487,190,White Avenue,Gillian,Barker,19,Daughter,Single,Female,University Student,None,Methodist
9488,190,White Avenue,Rebecca,Barker,15,Daughter,NA,Female,Student,None,NA
9489,191,White Avenue,Amanda,Miles,39,Head,Married,Female,Financial planner,None,Catholic
9490,191,White Avenue,Samuel,Miles,41,Husband,Married,Male,Unemployed,None,Catholic
9491,191,White Avenue,Alexander,Miles,3,Son,NA,Male,Child,None,NA
9492,191,White Avenue,Leigh,Howe,54,Lodger,Single,Male,Occupational psychologist,None,None
9493,191,White Avenue,Gemma,Fletcher,35,Lodger,Single,Female,Research scientist (medical),None,None
9494,191,White Avenue,Dennis,Bird,50,Lodger,Single,Male,Cytogeneticist,None,Christian
9495,192,White Avenue,Sarah,Bennett,50,Head,Married,Female,"Development worker, international aid",None,Methodist
9496,192,White Avenue,Donald,Bennett,58,Husband,Married,Male,"Radiographer, therapeutic",None,Methodist
9497,192,White Avenue,Shaun,Bennett,29,Son,Single,Male,Sports coach,None,None
9498,192,White Avenue,Jessica,Bennett,28,Daughter,Single,Female,Tourism officer,None,None
9499,192,White Avenue,Margaret,Bennett,25,Daughter,Single,Female,Armed forces technical officer,None,Methodist
9500,192,White Avenue,Joanna,Bennett,24,Daughter,Single,Female,"Engineer, production",None,None
9501,193,White Avenue,Dawn,Nelson,53,Head,Married,Female,Office manager,None,None
9502,193,White Avenue,Liam,Nelson,55,Husband,Married,Male,Public relations officer,None,None
9503,193,White Avenue,Kathleen,Nelson,9,Daughter,NA,Female,Student,None,NA
9504,193,White Avenue,Sheila,Nelson,4,Daughter,NA,Female,Child,None,NA
9505,194,White Avenue,Sharon,Nelson,42,Head,Married,Female,Government social research officer,None,Catholic
9506,194,White Avenue,Stephen,Nelson,46,Husband,Married,Male,Technical brewer,None,None
9507,194,White Avenue,Stewart,Nelson,13,Son,NA,Male,Student,None,NA
9508,195,White Avenue,Kerry,Barber,57,Head,Married,Female,"Psychotherapist, dance movement",None,Christian
9509,195,White Avenue,Hugh,Barber,63,Husband,Married,Male,Medical illustrator,None,Christian
9510,195,White Avenue,Teresa,Vaughan-Barber,24,Daughter,Single,Female,Film/video editor,None,None
9511,195,White Avenue,Paula,Vaughan-Barber,17,Daughter,NA,f,Student,None,NA
9512,196,White Avenue,Joyce,Daniels,61,Head,Married,Female,Gaffer,None,Christian
9513,196,White Avenue,David,Daniels,62,Husband,Married,Male,Orthoptist,None,Christian
9514,196,White Avenue,Joyce,Daniels,26,Daughter,Single,Female,Community development worker,None,Christian
9515,196,White Avenue,Linda,Daniels,22,Daughter,Divorced,Female,University Student,None,Christian
9516,196,White Avenue,Alex,Daniels,9,Son,NA,Male,Student,None,NA
9517,1,Firstshot Drive,Gerard,Rowley,81,Head,Widowed,Male,Retired Dance movement psychotherapist,None,Christian
9518,2,Firstshot Drive,Gemma,Wood,21,Head,Married,Female,Accommodation manager,None,Quaker
9519,2,Firstshot Drive,Mathew,Wood,23,Husband,Married,Male,Publishing copy,None,Quaker
9520,3,Firstshot Drive,Matthew,Norman,69,Head,Married,Male,Unemployed,None,Christian
9521,3,Firstshot Drive,Katie,Norman,70,Wife,Married,Female,"Retired Engineer, building services",None,Christian
9522,4,Firstshot Drive,Suzanne,Brooks,43,Head,Married,Female,Wellsite geologist,None,None
9523,4,Firstshot Drive,Mathew,Brooks,46,Husband,Married,Male,Research scientist (life sciences),None,None
9524,4,Firstshot Drive,Georgina,Brooks,12,Daughter,NA,Female,Student,None,NA
9525,5,Firstshot Drive,Roger,Day,29,Head,Single,Male,Publishing rights manager,None,None
9526,6,Firstshot Drive,Rebecca,Barrett,31,Head,Single,Female,Actor,None,Methodist
9527,7,Firstshot Drive,Clive,Ahmed,70,Head,Widowed,Male,Retired Health visitor,None,None
9528,8,Firstshot Drive,Alan,Leonard,29,Head,Divorced,Male,"Designer, television/film set",None,None
9529,9,Firstshot Drive,Callum,Baker,65,Head,Widowed,Male,Retail banker,None,None
9530,10,Firstshot Drive,Cheryl,Smith,78,Head,Divorced,Female,Retired Chartered legal executive (England and Wales),None,None
9531,11,Firstshot Drive,Carl,Mahmood,67,Head,Married,Male,Cabin crew,None,Christian
9532,11,Firstshot Drive,Tina,Mahmood,66,Wife,Married,Female,Building control surveyor,None,None
9533,12,Firstshot Drive,Trevor,Gill,72,Head,Widowed,Male,"Retired Nurse, children's",None,Catholic
9534,13,Firstshot Drive,Jenna,Gough,28,Head,Single,Female,Unemployed,None,None
9535,14,Firstshot Drive,Amber,Wells,38,Head,Single,female,"Nurse, mental health",None,Methodist
9536,15,Firstshot Drive,Marian,Peacock,56,Head,Single,Female,"Investment banker, operational",None,Methodist
9537,16,Firstshot Drive,Catherine,Gibbs,20,Head,Single,Female,University Student,None,None
9538,16,Firstshot Drive,Graeme,Whitehead,19,Partner,Single,Male,University Student,None,None
9539,17,Firstshot Drive,Marc,Jones,76,Head,Widowed,Male,Retired Operations geologist,None,None
9540,18,Firstshot Drive,Marc,Ford,30,Head,Married,Male,Art therapist,None,Muslim
9541,18,Firstshot Drive,Geraldine,Ford,28,Wife,Married,Female,Medical sales representative,None,None
9542,19,Firstshot Drive,Arthur,Allen,50,Head,Single,Male,Best boy,None,None
9543,19,Firstshot Drive,Alex,Read,48,Partner,Single,Male,Mental health nurse,None,None
9544,20,Firstshot Drive,Roger,Morgan,67,Head,Widowed,Male,Exhibition designer,None,None
9545,21,Firstshot Drive,Carly,Thomas,66,Head,Widowed,Female,Communications engineer,None,None
9546,21,Firstshot Drive,Marcus,Thomas,3,Grandson,NA,Male,Child,None,NA
9547,22,Firstshot Drive,Gareth,Wright,52,Head,Single,Male,Legal secretary,None,Christian
9548,22,Firstshot Drive,Abbie,Patterson,54,None,Single,Female,Dance movement psychotherapist,None,Christian
9549,23,Firstshot Drive,Carly,Evans,25,Head,Divorced,Female,Proofreader,None,Sikh
9550,24,Firstshot Drive,Margaret,Green,78,Head,Widowed,Female,Retired Optometrist,None,Methodist
9551,25,Firstshot Drive,Aimee,West,44,Head,Single,Female,Broadcast engineer,None,Christian
9552,26,Firstshot Drive,Shirley,Elliott,41,Head,Single,Female,Counselling psychologist,None,Methodist
9553,26,Firstshot Drive,Donald,Hussain,39,Partner,Single,Male,Government social research officer,None,None
9554,26,Firstshot Drive,Anna,Elliott,13,Daughter,NA,Female,Student,None,NA
9555,27,Firstshot Drive,Howard,Atkins,67,Head,Widowed,Male,Unemployed,None,Christian
9556,28,Firstshot Drive,Jennifer,Saunders,19,Head,Divorced,Female,University Student,None,Catholic
9557,29,Firstshot Drive,Charles,Patterson,29,Head,Divorced,Male,"Research officer, political party",None,Muslim
9558,30,Firstshot Drive,Samantha,Banks,73,Head,Widowed,Female,Retired Chief of Staff,None,None
9559,31,Firstshot Drive,Jeremy,Hammond,65,Head,Single,Male,Furniture designer,None,Christian
9560,32,Firstshot Drive,Lisa,Davies,22,Head,Single,Female,University Student,None,None
9561,32,Firstshot Drive,Phillip,Harding,26,Partner,Single,Male,Forest/woodland manager,None,None
9562,33,Firstshot Drive,Diane,Slater,30,Head,Single,Female,Accommodation manager,None,None
9563,34,Firstshot Drive,Sharon,Robinson,67,Head,Widowed,Female,Private music teacher,None,Christian
